Date,US_GDP_QoQ_Ann,PCE_Prices
2006-08-01,0.005998237025262476,0.03335882588586636
2006-09-01,0.005998237025262476,0.020800269321406217
2006-10-01,0.03437799202447511,0.0167697016985775
2006-11-01,0.03437799202447511,0.019246731063020883
2006-12-01,0.03437799202447511,0.022867522344251823
2007-01-01,0.012033426668225822,0.02133263102449301
2007-02-01,0.012033426668225822,0.02389213246554367
2007-03-01,0.012033426668225822,0.02564898622023759
2007-04-01,0.02447047831978555,0.023307779164438047
2007-05-01,0.02447047831978555,0.02352983013477794
2007-06-01,0.02447047831978555,0.023176341212501006
2007-07-01,0.0230410318384493,0.021247260128685497
2007-08-01,0.0230410318384493,0.01873715124816444
2007-09-01,0.0230410318384493,0.025346870509528552
2007-10-01,0.025129469272505034,0.0308847488843238
2007-11-01,0.025129469272505034,0.035996270550330056
2007-12-01,0.025129469272505034,0.03471634208298058
2008-01-01,-0.017070572835979014,0.03387406817009708
2008-02-01,-0.017070572835979014,0.032729227281756534
2008-03-01,-0.017070572835979014,0.03191142571075978
2008-04-01,0.023817130472517434,0.0313951867682587
2008-05-01,0.023817130472517434,0.03282143932550441
2008-06-01,0.023817130472517434,0.038114389395462744
2008-07-01,-0.02101032202067543,0.04135655023597695
2008-08-01,-0.02101032202067543,0.03980627306273066
2008-09-01,-0.02101032202067543,0.03667838353206054
2008-10-01,-0.08756106381192463,0.026718431480336147
2008-11-01,-0.08756106381192463,0.009250293343662008
2008-12-01,-0.08756106381192463,0.0012956901254774777
2009-01-01,-0.04539497189929209,-0.0011110355304627673
2009-02-01,-0.04539497189929209,-0.0013124844425335125
2009-03-01,-0.04539497189929209,-0.005257516782309568
2009-04-01,-0.0071460380254042555,-0.005675739591662121
2009-05-01,-0.0071460380254042555,-0.008892128279883504
2009-06-01,-0.0071460380254042555,-0.01018624689681269
2009-07-01,0.014047695807001936,-0.014660091971854472
2009-08-01,0.014047695807001936,-0.011001197711041022
2009-09-01,0.014047695807001936,-0.010227486786264395
2009-10-01,0.04323654603274285,0.00013385238313023962
2009-11-01,0.04323654603274285,0.014606120122357291
2009-12-01,0.04323654603274285,0.020897182682921178
2010-01-01,0.019380038022744017,0.02301720615608116
2010-02-01,0.019380038022744017,0.021163301837627158
2010-03-01,0.019380038022744017,0.023727160339801934
2010-04-01,0.038703444732496095,0.02282122430488709
2010-05-01,0.038703444732496095,0.0220846957131704
2010-06-01,0.038703444732496095,0.015622188231059875
2010-07-01,0.030843397441892684,0.016373900721981194
2010-08-01,0.030843397441892684,0.014823951558645243
2010-09-01,0.030843397441892684,0.01419551296404098
2010-10-01,0.02100441043307466,0.013584198610352205
2010-11-01,0.02100441043307466,0.013071968137772894
2010-12-01,0.02100441043307466,0.01477668197333748
2011-01-01,-0.00948819588436045,0.015598650927487467
2011-02-01,-0.00948819588436045,0.018450307320212023
2011-03-01,-0.00948819588436045,0.021105460830258993
2011-04-01,0.02706329172574673,0.02488096556306063
2011-05-01,0.02706329172574673,0.027662471357885243
2011-06-01,0.02706329172574673,0.027884519551278464
2011-07-01,-0.0008925094366856179,0.028756998384562582
2011-08-01,-0.0008925094366856179,0.029767297960266115
2011-09-01,-0.0008925094366856179,0.030190303779583205
2011-10-01,0.04492196227031986,0.026936323323907052
2011-11-01,0.04492196227031986,0.026992598449408156
2011-12-01,0.04492196227031986,0.025266248849541872
2012-01-01,0.03354363279886652,0.02569312446745764
2012-02-01,0.03354363279886652,0.025131540246413397
2012-03-01,0.03354363279886652,0.022980274721697835
2012-04-01,0.017853389846612444,0.019998487418563693
2012-05-01,0.017853389846612444,0.01576940476959887
2012-06-01,0.017853389846612444,0.015460196726963193
2012-07-01,0.005761119892917499,0.014100261354958565
2012-08-01,0.005761119892917499,0.0151186746212284
2012-09-01,0.005761119892917499,0.016779710051753494
2012-10-01,0.004625622150414621,0.019768774978838444
2012-11-01,0.004625622150414621,0.016991017964071764
2012-12-01,0.004625622150414621,0.016243828413875505
2013-01-01,0.03946242655455379,0.014708075063369241
2013-02-01,0.03946242655455379,0.016046076681118793
2013-03-01,0.03946242655455379,0.01276992915022701
2013-04-01,0.01070545339251705,0.010412253198881505
2013-05-01,0.01070545339251705,0.012290301372187118
2013-06-01,0.01070545339251705,0.015055063976064709
2013-07-01,0.03405574276337564,0.015951128457492025
2013-08-01,0.03405574276337564,0.014047883304264985
2013-09-01,0.03405574276337564,0.011412854478201728
2013-10-01,0.0348696701370903,0.009761069199571093
2013-11-01,0.0348696701370903,0.011954704602088029
2013-12-01,0.0348696701370903,0.013881001955959427
2014-01-01,-0.01380383941139085,0.014054054054054133
2014-02-01,-0.01380383941139085,0.010939820528374389
2014-03-01,-0.01380383941139085,0.0138970341823057
2014-04-01,0.05167368516853177,0.016731138157687786
2014-05-01,0.05167368516853177,0.017661662878033946
2014-06-01,0.05167368516853177,0.01651458614238077
2014-07-01,0.04861565637267162,0.016692416903290486
2014-08-01,0.04861565637267162,0.015062438759980923
2014-09-01,0.04861565637267162,0.014972493123280861
2014-10-01,0.020229325448481994,0.013329448612426242
2014-11-01,0.020229325448481994,0.010857594081832067
2014-12-01,0.020229325448481994,0.007322588005891362
2015-01-01,0.036019399102628746,0.0004140186722421113
2015-02-01,0.036019399102628746,0.001707014276846719
2015-03-01,0.036019399102628746,0.001993492743892933
2015-04-01,0.024776203470354474,0.0011032406404982709
2015-05-01,0.024776203470354474,0.0018528621573490334
2015-06-01,0.024776203470354474,0.0027042867572208973
2015-07-01,0.016009802450112964,0.002197328295222345
2015-08-01,0.016009802450112964,0.0023927130079379744
2015-09-01,0.016009802450112964,0.0006569964994405098
2015-10-01,0.007379165058545745,0.0009549823379610967
2015-11-01,0.007379165058545745,0.002538775426298434
2015-12-01,0.007379165058545745,0.0034596375617792496
2016-01-01,0.023180776241800594,0.008711486332691809
2016-02-01,0.023180776241800594,0.00640330493157748
2016-03-01,0.023180776241800594,0.006855104733630268
2016-04-01,0.012844962737524668,0.009259068531526138
2016-05-01,0.012844962737524668,0.008486853596638255
2016-06-01,0.012844962737524668,0.008296074490339977
2016-07-01,0.028375610203145385,0.007550842682239489
2016-08-01,0.028375610203145385,0.008882104659263312
2016-09-01,0.028375610203145385,0.012197749212634612
2016-10-01,0.022171964509938746,0.014270032930845167
2016-11-01,0.022171964509938746,0.013974040886628902
2016-12-01,0.022171964509938746,0.01657158102117884
2017-01-01,0.019475608401670286,0.020052104701731244
2017-02-01,0.019475608401670286,0.021971368464261953
2017-03-01,0.019475608401670286,0.019063610209576698
2017-04-01,0.02239490249244458,0.0176747318686028
2017-05-01,0.02239490249244458,0.01557772049759043
2017-06-01,0.02239490249244458,0.014655479277905004
2017-07-01,0.03154096522218808,0.014856317748266346
2017-08-01,0.03154096522218808,0.015719087318108338
2017-09-01,0.03154096522218808,0.01757444307056133
2017-10-01,0.045081865070771165,0.016820407007323013
2017-11-01,0.045081865070771165,0.017937129048240186
2017-12-01,0.045081865070771165,0.01766409948420833
2018-01-01,0.03253639207272929,0.017576494957315614
2018-02-01,0.03253639207272929,0.018376076958608545
2018-03-01,0.03253639207272929,0.01998292058070028
2018-04-01,0.021233005640518776,0.020466282276259795
2018-05-01,0.021233005640518776,0.022662065367869744
2018-06-01,0.021233005640518776,0.022683078403463952
2018-07-01,0.024947897012457254,0.023386070559001215
2018-08-01,0.024947897012457254,0.02180411288951989
2018-09-01,0.024947897012457254,0.02009960159362545
2018-10-01,0.005665768764628432,0.020530980493578932
2018-11-01,0.005665768764628432,0.019418922274646144
2018-12-01,0.005665768764628432,0.018646908878110713
2019-01-01,0.024972723297864263,0.014318323303589953
2019-02-01,0.024972723297864263,0.014001735426362627
2019-03-01,0.024972723297864263,0.015218076513927814
2019-04-01,0.0334058336283416,0.015663384627478738
2019-05-01,0.0334058336283416,0.014655536045359518
2019-06-01,0.0334058336283416,0.014260651383430245
2019-07-01,0.04680007426364252,0.014539295260287632
2019-08-01,0.04680007426364252,0.014304164057608038
2019-09-01,0.04680007426364252,0.012839539924622612
2019-10-01,0.027275114782566945,0.012885618207514993
2019-11-01,0.027275114782566945,0.013582773068303577
2019-12-01,0.027275114782566945,0.01563762767645893
2020-01-01,-0.05569764343367822,0.01725313693398811
2020-02-01,-0.05569764343367822,0.016579796958263726
2020-03-01,-0.05569764343367822,0.011477747916444292
2020-04-01,-0.3163586095129247,0.004421439628482959
2020-05-01,-0.3163586095129247,0.004630927635713267
2020-06-01,-0.3163586095129247,0.007237833868037669
2020-07-01,0.3132090024163263,0.009090733627993952
2020-08-01,0.3132090024163263,0.01173917237387867
2020-09-01,0.3132090024163263,0.012657495686040132
2020-10-01,0.04338902046460813,0.011441823763195469
2020-11-01,0.04338902046460813,0.011545412597092852
2020-12-01,0.04338902046460813,0.01325893755931995
2021-01-01,0.055207445556550994,0.015935797125044227
2021-02-01,0.055207445556550994,0.01846165619230744
2021-03-01,0.055207445556550994,0.026666155085753873
2021-04-01,0.06280179495297311,0.036747353516283665
2021-05-01,0.06280179495297311,0.041091671959504916
2021-06-01,0.06280179495297311,0.04331641610622361
2021-07-01,0.03411397584880582,0.045053746987490983
2021-08-01,0.03411397584880582,0.04607816030585288
2021-09-01,0.03411397584880582,0.04760771471545788
2021-10-01,0.07212635644170096,0.05361254352748657
2021-11-01,0.07212635644170096,0.05972915181753402
2021-12-01,0.07212635644170096,0.06179392563156405
2022-01-01,-0.010298178702489391,0.0630921071236672
2022-02-01,-0.010298178702489391,0.06591466220848874
2022-03-01,-0.010298178702489391,0.0696707526720981
2022-04-01,0.0028071777335956227,0.067015385758882
2022-05-01,0.0028071777335956227,0.06801375434445034
2022-06-01,0.0028071777335956227,0.07248868944716214
2022-07-01,0.02692832802186107,0.06760009151223967
2022-08-01,0.02692832802186107,0.06636893911775421
2022-09-01,0.02692832802186107,0.06660790389560822
2022-10-01,0.0331131169816139,0.06456506623563096
2022-11-01,0.0331131169816139,0.06018294323379059
2022-12-01,0.0331131169816139,0.055087728678233194
2023-01-01,0.027681751722592907,0.055251117258991345
2023-02-01,0.027681751722592907,0.052093154402629294
2023-03-01,0.027681751722592907,0.0442313235332652
2023-04-01,0.024278955436967564,0.044625364621881713
2023-05-01,0.024278955436967564,0.03979505288120344
2023-06-01,0.024278955436967564,0.032615685366669256
2023-07-01,0.04286091149292304,0.03373849239683868
2023-08-01,0.04286091149292304,0.03387121587665165
2023-09-01,0.04286091149292304,0.034163422135512045
2023-10-01,0.03154690810951344,0.02994291336912913
2023-11-01,0.03154690810951344,0.02701719660635593
2023-12-01,0.03154690810951344,0.027017896506000616
2024-01-01,0.016192085572676262,0.026116110817010707
2024-02-01,0.016192085572676262,0.025904305659081528
2024-03-01,0.016192085572676262,0.028096325479076256
2024-04-01,0.029559184932296034,0.027206801700425
2024-05-01,0.029559184932296034,0.025670051606459188
2024-06-01,0.029559184932296034,0.024361688877817977
2024-07-01,0.0303804192111361,0.024685318164480385
2024-08-01,0.0303804192111361,0.02283305088248677
2024-09-01,0.0303804192111361,0.021023668102844617
2024-10-01,0.02428260089381684,0.02342263694089164
2024-11-01,0.02428260089381684,0.024576864473088156
2024-12-01,0.02428260089381684,0.02604397953981019
2025-01-01,-0.0024300039048781308,0.025410473733775696
2025-02-01,-0.0024300039048781308,0.026491093441311397
2025-03-01,-0.0024300039048781308,0.023122233793283042
2025-04-01,-0.0026091413367201888,0.021471347193144696
2025-05-01,-0.0026091413367201888,0.0198204605930064
2025-06-01,-0.0026091413367201888,0.0198204605930064
